Creador;El;ULib;FULib;Fe.entrega;Solped;CM;EntrgFinal;C.Rec.;V.Rec.;C.Fac.;V.Fac.;Antic.;Tp.cambio;TipoCambio;Cond.pago;Centro;Almacén;Doc.compr.;Posición;Contrato;IndBorrado;EstadLiber;Proveedor;Nombre;Material;Txt.brv.;Tp.imput.;Gpo.artíc.;Grp-Compr.;Tipo doc.;Cl.doc.;Liber.;GrupoLib.;EstrLiber;Gestión OC;Fecha doc.;Cantidad;UM pedido;CxCal;CxEnt;Valor neto;Valor efec;VxCal;VxEnt;Moneda;V.neto ML;ML;;PosSolPed;Fe.solic.;Respons.;Fe.Migo;Mot. Anul.;Negocia
Usuario 6;08.06.2022;Usuario 6;08.06.2022;17.06.2022;X;;X;;;;;;100.000;100.000;;B;;documento 685;20;;;XX;;prov 11;;;K;grupo 67;29;F;;1;;;8;08.06.2022;2.006;UN;;;;;;;INR;879442.00;INR;;20;08.06.2022;Usuario 6;;;
Usuario 6;08.06.2022;Usuario 6;08.06.2022;17.06.2022;X;;X;;;;;;100.000;100.000;;B;;documento 685;30;;;XX;;prov 11;;;K;grupo 67;29;F;;1;;;8;08.06.2022;2.007;UN;;;;;;;INR;954.00;INR;;30;08.06.2022;Usuario 6;;;
Usuario 6;08.06.2022;Usuario 6;08.06.2022;17.06.2022;X;;X;;;;;;100.000;100.000;;B;;documento 685;40;;;XX;;prov 11;;;K;grupo 67;29;F;;1;;;8;08.06.2022;2.000;UN;;;;;;;INR;20570.00;INR;;40;08.06.2022;Usuario 6;;;
Usuario 6;08.06.2022;Usuario 6;08.06.2022;17.06.2022;X;;X;;;;;;100.000;100.000;;B;;documento 685;50;;;XX;;prov 11;;;K;grupo 67;29;F;;1;;;8;08.06.2022;5.005;UN;;;;;;;INR;12843.00;INR;;50;08.06.2022;Usuario 6;;;
Usuario 6;08.06.2022;Usuario 6;08.06.2022;17.06.2022;X;;X;;;;;;100.000;100.000;;B;;documento 685;60;;;XX;;prov 11;;;K;grupo 67;29;F;;1;;;8;08.06.2022;5.008;UN;;;;;;;INR;43302.00;INR;;60;08.06.2022;Usuario 6;;;
Usuario 6;08.06.2022;Usuario 6;08.06.2022;17.06.2022;X;;X;;;;;;100.000;100.000;;B;;documento 685;70;;;XX;;prov 11;;;K;grupo 67;29;F;;1;;;8;08.06.2022;5.009;UN;;;;;;;INR;24093.00;INR;;70;08.06.2022;Usuario 6;;;
Usuario 6;08.06.2022;Usuario 6;08.06.2022;17.06.2022;X;;X;;;;;;100.000;100.000;;B;;documento 685;80;;;XX;;prov 11;;;K;grupo 67;29;F;;1;;;8;08.06.2022;5.005;UN;;;;;;;INR;47116.00;INR;;80;08.06.2022;Usuario 6;;;
Usuario 6;08.06.2022;Usuario 6;08.06.2022;17.06.2022;X;;X;;;;;;100.000;100.000;;B;;documento 685;90;;;XX;;prov 11;;;K;grupo 67;29;F;;1;;;8;08.06.2022;2.004;UN;;;;;;;INR;3513.00;INR;;90;08.06.2022;Usuario 6;;;
Usuario 4;08.06.2022;Usuario 4;16.06.2022;10.06.2022;X;;X;;;;;;100.000;100.000;;B;;documento 686;10;;;X;;prov 21;;;;grupo 66;57;F;;1;;;4;08.06.2022;11.000;UN;;;;;;;INR;13036.00;INR;;10;07.06.2022;Usuario 4;;;
Usuario 6;08.06.2022;Usuario 6;08.06.2022;07.06.2022;X;;;;;;;;100.000;100.000;;A;;documento 687;10;;;XX;;prov 320;;;K;grupo 9;6;F;;1;;;4;08.06.2022;2.004;UP;;;;;;;INR;94148.00;INR;;10;07.06.2022;Usuario 6;;;
Usuario 6;08.06.2022;Usuario 6;08.06.2022;07.06.2022;X;;;;;;;;100.000;100.000;;A;;documento 688;10;;;XX;;prov 229;;;K;grupo 9;6;F;;1;;;4;08.06.2022;2.005;UP;;;;;;;INR;99555.00;INR;;10;07.06.2022;Usuario 6;;;
Usuario 6;08.06.2022;Usuario 6;08.06.2022;07.06.2022;X;;;;;;;;100.000;100.000;;A;;documento 689;10;;;XX;;prov 229;;;K;grupo 9;6;F;;1;;;4;08.06.2022;2.005;UP;;;;;;;INR;180366.00;INR;;10;07.06.2022;Usuario 6;;;
Usuario 6;08.06.2022;Usuario 6;08.06.2022;07.06.2022;X;;;;;;;;100.000;100.000;;A;;documento 690;10;;;XX;;prov 229;;;K;grupo 9;6;F;;1;;;4;08.06.2022;2.008;UP;;;;;;;INR;455368.00;INR;;10;07.06.2022;Usuario 6;;;
Usuario 9;08.06.2022;Usuario 9;08.06.2022;14.06.2022;X;X;X;;;;;;100.000;100.000;;B;;documento 691;10;;;X;;prov 48;;;;grupo 124;57;F;;1;;;6;08.06.2022;21.007;UN;;;;;;;INR;1767.00;INR;;10;08.06.2022;Usuario 9;;;
Usuario 9;08.06.2022;Usuario 9;08.06.2022;10.06.2022;X;X;X;;;;;;100.000;100.000;;B;;documento 691;20;;;X;;prov 48;;;;grupo 140;57;F;;1;;;6;08.06.2022;11.004;UN;;;;;;;INR;290897.00;INR;;20;08.06.2022;Usuario 9;;;
Usuario 9;08.06.2022;Usuario 9;08.06.2022;17.06.2022;X;X;X;;;;;;100.000;100.000;;B;;documento 692;10;;;X;;prov 96;;;;grupo 87;57;F;;1;;;6;08.06.2022;11.007;UN;;;;;;;INR;153679.00;INR;;10;08.06.2022;Usuario 9;;;
Usuario 9;08.06.2022;Usuario 9;10.06.2022;10.06.2022;X;X;X;;;;;;100.000;100.000;;B;;documento 693;10;;;X;;prov 21;;;;grupo 23;57;F;;1;;;6;08.06.2022;7.008;KG;;;;;;;INR;8272.00;INR;;10;08.06.2022;Usuario 9;;;
Usuario 9;08.06.2022;Usuario 9;10.06.2022;10.06.2022;X;X;X;;;;;;100.000;100.000;;B;;documento 693;20;;;X;;prov 21;;;;grupo 23;57;F;;1;;;6;08.06.2022;2.001;KG;;;;;;;INR;49406.00;INR;;20;08.06.2022;Usuario 9;;;
Usuario 9;08.06.2022;Usuario 9;10.06.2022;10.06.2022;X;X;X;;;;;;100.000;100.000;;B;;documento 693;30;;;X;;prov 21;;;;grupo 23;57;F;;1;;;6;08.06.2022;17.004;KG;;;;;;;INR;817.00;INR;;30;08.06.2022;Usuario 9;;;
Usuario 9;08.06.2022;Usuario 9;10.06.2022;10.06.2022;X;X;X;;;;;;100.000;100.000;;B;;documento 693;40;;;X;;prov 21;;;;grupo 23;57;F;;1;;;6;08.06.2022;11.004;KG;;;;;;;INR;30059.00;INR;;40;08.06.2022;Usuario 9;;;
Usuario 9;08.06.2022;Usuario 9;10.06.2022;10.06.2022;X;X;X;;;;;;100.000;100.000;;B;;documento 693;50;;;X;;prov 21;;;;grupo 23;57;F;;1;;;6;08.06.2022;31.009;KG;;;;;;;INR;21031.00;INR;;50;08.06.2022;Usuario 9;;;
Usuario 9;08.06.2022;Usuario 9;10.06.2022;10.06.2022;X;X;X;;;;;;100.000;100.000;;B;;documento 693;60;;;X;;prov 21;;;;grupo 23;57;F;;1;;;6;08.06.2022;131.004;KG;;;;;;;INR;169336.00;INR;;60;08.06.2022;Usuario 9;;;
Usuario 9;08.06.2022;Usuario 9;10.06.2022;10.06.2022;X;X;X;;;;;;100.000;100.000;;B;;documento 693;70;;;X;;prov 21;;;;grupo 23;57;F;;1;;;6;08.06.2022;9.003;KG;;;;;;;INR;4146.00;INR;;70;08.06.2022;Usuario 9;;;
Usuario 9;08.06.2022;Usuario 9;10.06.2022;10.06.2022;X;X;X;;;;;;100.000;100.000;;B;;documento 693;80;;;X;;prov 21;;;;grupo 23;57;F;;1;;;6;08.06.2022;6.001;KG;;;;;;;INR;15027.00;INR;;80;08.06.2022;Usuario 9;;;
Usuario 9;08.06.2022;Usuario 9;10.06.2022;10.06.2022;X;X;X;;;;;;100.000;100.000;;B;;documento 693;90;;;X;;prov 21;;;;grupo 23;57;F;;1;;;6;08.06.2022;4.806;KG;;;;;;;INR;47560.00;INR;;90;08.06.2022;Usuario 9;;;
Usuario 9;08.06.2022;Usuario 9;10.06.2022;10.06.2022;X;X;X;;;;;;100.000;100.000;;B;;documento 693;100;;;X;;prov 21;;;;grupo 27;57;F;;1;;;6;08.06.2022;31.002;BOL;;;;;;;INR;22202.00;INR;;100;08.06.2022;Usuario 9;;;
Usuario 9;08.06.2022;Usuario 9;10.06.2022;10.06.2022;X;X;X;;;;;;100.000;100.000;;B;;documento 693;110;;;X;;prov 21;;;;grupo 27;57;F;;1;;;6;08.06.2022;7.004;UN;;;;;;;INR;30672.00;INR;;110;08.06.2022;Usuario 9;;;
Usuario 9;08.06.2022;Usuario 9;10.06.2022;10.06.2022;X;X;X;;;;;;100.000;100.000;;B;;documento 693;120;;;X;;prov 21;;;;grupo 23;57;F;;1;;;6;08.06.2022;#¡VALOR!;KG;;;;;;;INR;41708.00;INR;;120;08.06.2022;Usuario 9;;;
Usuario 9;08.06.2022;Usuario 9;10.06.2022;10.06.2022;X;X;X;;;;;;100.000;100.000;;B;;documento 693;130;;;X;;prov 21;;;;grupo 28;57;F;;1;;;6;08.06.2022;11.008;KG;;;;;;;INR;41662.00;INR;;130;08.06.2022;Usuario 9;;;
Usuario 9;08.06.2022;Usuario 9;10.06.2022;10.06.2022;X;X;X;;;;;;100.000;100.000;;B;;documento 693;140;;;X;;prov 21;;;;grupo 23;57;F;;1;;;6;08.06.2022;17.000;KG;;;;;;;INR;26784.00;INR;;140;08.06.2022;Usuario 9;;;
Usuario 9;08.06.2022;Usuario 9;10.06.2022;10.06.2022;X;X;X;;;;;;100.000;100.000;;B;;documento 693;150;;;X;;prov 21;;;;grupo 23;57;F;;1;;;6;08.06.2022;31.003;KG;;;;;;;INR;24455.00;INR;;150;08.06.2022;Usuario 9;;;
Usuario 9;08.06.2022;Usuario 9;10.06.2022;10.06.2022;X;X;X;;;;;;100.000;100.000;;B;;documento 693;160;;;X;;prov 21;;;;grupo 28;57;F;;1;;;6;08.06.2022;21.006;KG;;;;;;;INR;4667.00;INR;;160;08.06.2022;Usuario 9;;;
Usuario 9;08.06.2022;Usuario 9;10.06.2022;10.06.2022;X;X;X;;;;;;100.000;100.000;;B;;documento 693;170;;;X;;prov 21;;;;grupo 23;57;F;;1;;;6;08.06.2022;13.004;KG;;;;;;;INR;2441.00;INR;;170;08.06.2022;Usuario 9;;;
Usuario 9;08.06.2022;Usuario 9;10.06.2022;10.06.2022;X;X;X;;;;;;100.000;100.000;;B;;documento 693;180;;;X;;prov 21;;;;grupo 28;57;F;;1;;;6;08.06.2022;47.003;KG;;;;;;;INR;5626.00;INR;;180;08.06.2022;Usuario 9;;;
Usuario 9;08.06.2022;Usuario 9;10.06.2022;10.06.2022;X;X;X;;;;;;100.000;100.000;;B;;documento 693;190;;;X;;prov 21;;;;grupo 23;57;F;;1;;;6;08.06.2022;11.009;KG;;;;;;;INR;6127.00;INR;;190;08.06.2022;Usuario 9;;;
Usuario 9;08.06.2022;Usuario 9;10.06.2022;10.06.2022;X;X;X;;;;;;100.000;100.000;;B;;documento 693;200;;;X;;prov 21;;;;grupo 23;57;F;;1;;;6;08.06.2022;61.001;KG;;;;;;;INR;25848.00;INR;;200;08.06.2022;Usuario 9;;;
Usuario 9;08.06.2022;Usuario 9;10.06.2022;10.06.2022;X;X;X;;;;;;100.000;100.000;;B;;documento 693;210;;;X;;prov 21;;;;grupo 23;57;F;;1;;;6;08.06.2022;16.002;KG;;;;;;;INR;33152.00;INR;;210;08.06.2022;Usuario 9;;;
Usuario 9;08.06.2022;Usuario 9;10.06.2022;10.06.2022;X;X;X;;;;;;100.000;100.000;;B;;documento 693;220;;;X;;prov 21;;;;grupo 23;57;F;;1;;;6;08.06.2022;11.009;KG;;;;;;;INR;16003.00;INR;;220;08.06.2022;Usuario 9;;;
Usuario 9;08.06.2022;Usuario 9;10.06.2022;10.06.2022;X;X;X;;;;;;100.000;100.000;;B;;documento 693;230;;;X;;prov 21;;;;grupo 28;57;F;;1;;;6;08.06.2022;40.008;KG;;;;;;;INR;26141.00;INR;;230;08.06.2022;Usuario 9;;;
Usuario 9;08.06.2022;Usuario 9;10.06.2022;10.06.2022;X;X;X;;;;;;100.000;100.000;;B;;documento 693;240;;;X;;prov 21;;;;grupo 28;57;F;;1;;;6;08.06.2022;21.001;KG;;;;;;;INR;4311.00;INR;;240;08.06.2022;Usuario 9;;;
Usuario 9;08.06.2022;Usuario 9;10.06.2022;10.06.2022;X;X;X;;;;;;100.000;100.000;;B;;documento 693;250;;;X;;prov 21;;;;grupo 23;57;F;;1;;;6;08.06.2022;7.006;KG;;;;;;;INR;35445.00;INR;;250;08.06.2022;Usuario 9;;;
Usuario 9;08.06.2022;Usuario 9;10.06.2022;10.06.2022;X;X;X;;;;;;100.000;100.000;;B;;documento 693;260;;;X;;prov 21;;;;grupo 23;57;F;;1;;;6;08.06.2022;7.004;KG;;;;;;;INR;24366.00;INR;;260;08.06.2022;Usuario 9;;;
Usuario 9;08.06.2022;Usuario 9;10.06.2022;10.06.2022;X;X;X;;;;;;100.000;100.000;;B;;documento 693;270;;;X;;prov 21;;;;grupo 23;57;F;;1;;;6;08.06.2022;81.007;KG;;;;;;;INR;52007.00;INR;;270;08.06.2022;Usuario 9;;;
Usuario 9;08.06.2022;Usuario 9;10.06.2022;10.06.2022;X;X;X;;;;;;100.000;100.000;;B;;documento 693;280;;;X;;prov 21;;;;grupo 23;57;F;;1;;;6;08.06.2022;21.009;KG;;;;;;;INR;4756.00;INR;;280;08.06.2022;Usuario 9;;;
Usuario 9;08.06.2022;Usuario 9;10.06.2022;10.06.2022;X;X;X;;;;;;100.000;100.000;;B;;documento 693;290;;;X;;prov 21;;;;grupo 23;57;F;;1;;;6;08.06.2022;31.005;KG;;;;;;;INR;9135.00;INR;;290;08.06.2022;Usuario 9;;;
Usuario 9;08.06.2022;Usuario 9;10.06.2022;10.06.2022;X;X;X;;;;;;100.000;100.000;;B;;documento 693;300;;;X;;prov 21;;;;grupo 23;57;F;;1;;;6;08.06.2022;16.002;KG;;;;;;;INR;36482.00;INR;;300;08.06.2022;Usuario 9;;;
Usuario 9;08.06.2022;Usuario 9;08.06.2022;13.06.2022;X;X;X;;;;;;100.000;100.000;;B;;documento 694;10;;;X;;prov 46;;;;grupo 29;57;F;;1;;;6;08.06.2022;21.006;KG;;;;;;;INR;136360.00;INR;;10;08.06.2022;Usuario 9;;;
Usuario 9;08.06.2022;Usuario 9;08.06.2022;13.06.2022;X;X;X;;;;;;100.000;100.000;;B;;documento 694;20;;;X;;prov 46;;;;grupo 30;57;F;;1;;;6;08.06.2022;181.003;KG;;;;;;;INR;321570.00;INR;;20;08.06.2022;Usuario 9;;;
Usuario 9;08.06.2022;Usuario 9;08.06.2022;13.06.2022;X;X;X;;;;;;100.000;100.000;;B;;documento 694;30;;;X;;prov 46;;;;grupo 29;57;F;;1;;;6;08.06.2022;111.006;KG;;;;;;;INR;856215.00;INR;;30;08.06.2022;Usuario 9;;;
Usuario 9;08.06.2022;Usuario 9;08.06.2022;13.06.2022;X;X;X;;;;;;100.000;100.000;;B;;documento 694;40;;;X;;prov 46;;;;grupo 29;57;F;;1;;;6;08.06.2022;11.001;KG;;;;;;;INR;64466.00;INR;;40;08.06.2022;Usuario 9;;;
Usuario 9;08.06.2022;Usuario 9;08.06.2022;13.06.2022;X;X;X;;;;;;100.000;100.000;;B;;documento 694;50;;;X;;prov 46;;;;grupo 31;57;F;;1;;;6;08.06.2022;81.008;KG;;;;;;;INR;249409.00;INR;;50;08.06.2022;Usuario 9;;;
Usuario 9;08.06.2022;Usuario 9;08.06.2022;13.06.2022;X;X;X;;;;;;100.000;100.000;;B;;documento 695;10;;;X;;prov 45;;;;grupo 33;57;F;;1;;;6;08.06.2022;126.000;UN;;;;;;;INR;56816.00;INR;;10;08.06.2022;Usuario 9;;;
Usuario 9;08.06.2022;Usuario 9;08.06.2022;13.06.2022;X;X;X;;;;;;100.000;100.000;;B;;documento 695;20;;;X;;prov 45;;;;grupo 33;57;F;;1;;;6;08.06.2022;151.003;UN;;;;;;;INR;12203.00;INR;;20;08.06.2022;Usuario 9;;;
Usuario 9;08.06.2022;Usuario 9;08.06.2022;10.06.2022;X;X;;;;;;;100.000;100.000;;B;;documento 696;10;;L;;;prov 44;;;;grupo 34;57;F;;;;;6;08.06.2022;5.002;CJ;;;;;;;INR;30003.00;INR;;10;08.06.2022;Usuario 9;;;
Usuario 9;08.06.2022;Usuario 9;08.06.2022;10.06.2022;X;X;X;;;;;;100.000;100.000;;B;;documento 697;10;;;X;;prov 43;;;;grupo 36;57;F;;1;;;6;08.06.2022;1.081.001;UN;;;;;;;INR;105825.00;INR;;10;08.06.2022;Usuario 9;;;
Usuario 9;08.06.2022;Usuario 9;08.06.2022;23.06.2022;X;X;X;;;;;;100.000;100.000;;B;;documento 698;10;;S;X;;prov 42;;;;grupo 78;57;F;;1;;;6;08.06.2022;241.004;UN;;;;;;;INR;123945.00;INR;;10;08.06.2022;Usuario 9;;;
Usuario 9;08.06.2022;Usuario 9;08.06.2022;23.06.2022;X;X;X;;;;;;100.000;100.000;;B;;documento 698;20;;S;X;;prov 42;;;;grupo 26;57;F;;1;;;6;08.06.2022;241.009;PQ;;;;;;;INR;24458.00;INR;;20;08.06.2022;Usuario 9;;;
Usuario 9;08.06.2022;Usuario 9;08.06.2022;10.06.2022;X;X;;;;;;;100.000;100.000;;B;;documento 699;10;;L;;;prov 10;;;;grupo 28;57;F;;;;;6;08.06.2022;31.003;KG;;;;;;;INR;22225.00;INR;;10;08.06.2022;Usuario 9;;;
Usuario 9;08.06.2022;Usuario 9;08.06.2022;10.06.2022;X;X;;;;;;;100.000;100.000;;B;;documento 699;20;;L;;;prov 10;;;;grupo 23;57;F;;;;;6;08.06.2022;2.009;KG;;;;;;;INR;14242.00;INR;;20;08.06.2022;Usuario 9;;;
Usuario 9;08.06.2022;Usuario 9;08.06.2022;10.06.2022;X;X;X;;;;;;100.000;100.000;;B;;documento 700;10;;;X;;prov 41;;;;grupo 104;57;F;;1;;;6;08.06.2022;8.001;UN;;;;;;;INR;35647.00;INR;;10;08.06.2022;Usuario 9;;;
Usuario 9;08.06.2022;Usuario 9;08.06.2022;10.06.2022;X;X;X;;;;;;100.000;100.000;;B;;documento 700;20;;;X;;prov 41;;;;grupo 105;57;F;;1;;;6;08.06.2022;721.005;UN;;;;;;;INR;128940.00;INR;;20;08.06.2022;Usuario 9;;;
Usuario 9;08.06.2022;Usuario 9;08.06.2022;10.06.2022;X;X;X;;;;;;100.000;100.000;;B;;documento 700;30;;;X;;prov 41;;;;grupo 105;57;F;;1;;;6;08.06.2022;721.002;UN;;;;;;;INR;120659.00;INR;;30;08.06.2022;Usuario 9;;;
Usuario 9;08.06.2022;Usuario 9;08.06.2022;10.06.2022;X;X;X;;;;;;100.000;100.000;;B;;documento 700;40;;;X;;prov 41;;;;grupo 37;57;F;;1;;;6;08.06.2022;241.007;CJ;;;;;;;INR;115826.00;INR;;40;08.06.2022;Usuario 9;;;
Usuario 9;08.06.2022;Usuario 9;08.06.2022;10.06.2022;X;X;X;;;;;;100.000;100.000;;B;;documento 700;50;;;X;;prov 41;;;;grupo 37;57;F;;1;;;6;08.06.2022;21.003;UN;;;;;;;INR;34875.00;INR;;50;08.06.2022;Usuario 9;;;
Usuario 9;08.06.2022;Usuario 9;08.06.2022;10.06.2022;X;X;X;;;;;;100.000;100.000;;B;;documento 700;60;;;X;;prov 41;;;;grupo 37;57;F;;1;;;6;08.06.2022;49.009;CJ;;;;;;;INR;17827.00;INR;;60;08.06.2022;Usuario 9;;;
Usuario 9;08.06.2022;Usuario 9;08.06.2022;10.06.2022;X;X;X;;;;;;100.000;100.000;;B;;documento 700;70;;;X;;prov 41;;;;grupo 38;57;F;;1;;;6;08.06.2022;41.004;UN;;;;;;;INR;10488.00;INR;;70;08.06.2022;Usuario 9;;;
Usuario 9;08.06.2022;Usuario 9;08.06.2022;10.06.2022;X;X;X;;;;;;100.000;100.000;;B;;documento 700;80;;;X;;prov 41;;;;grupo 40;57;F;;1;;;6;08.06.2022;361.007;UN;;;;;;;INR;24758.00;INR;;80;08.06.2022;Usuario 9;;;
Usuario 9;08.06.2022;Usuario 9;08.06.2022;10.06.2022;X;X;X;;;;;;100.000;100.000;;B;;documento 700;90;;;X;;prov 41;;;;grupo 40;57;F;;1;;;6;08.06.2022;481.009;UN;;;;;;;INR;32044.00;INR;;90;08.06.2022;Usuario 9;;;
Usuario 9;08.06.2022;Usuario 9;08.06.2022;10.06.2022;X;X;X;;;;;;100.000;100.000;;B;;documento 700;100;;;X;;prov 41;;;;grupo 40;57;F;;1;;;6;08.06.2022;97.002;UN;;;;;;;INR;7366.00;INR;;100;08.06.2022;Usuario 9;;;
Usuario 9;08.06.2022;Usuario 9;08.06.2022;10.06.2022;X;X;X;;;;;;100.000;100.000;;B;;documento 700;110;;;X;;prov 41;;;;grupo 40;57;F;;1;;;6;08.06.2022;21.001;UN;;;;;;;INR;18753.00;INR;;110;08.06.2022;Usuario 9;;;
Usuario 9;08.06.2022;Usuario 9;08.06.2022;15.06.2022;X;X;X;;;;;;100.000;100.000;;B;;documento 701;10;;;X;;prov 40;;;;grupo 41;57;F;;1;;;6;08.06.2022;121.007;KG;;;;;;;INR;881423.00;INR;;10;08.06.2022;Usuario 9;;;
Usuario 9;08.06.2022;Usuario 9;08.06.2022;15.06.2022;X;X;X;;;;;;100.000;100.000;;B;;documento 701;20;;;X;;prov 40;;;;grupo 41;57;F;;1;;;6;08.06.2022;21.007;KG;;;;;;;INR;74307.00;INR;;20;08.06.2022;Usuario 9;;;
Usuario 9;08.06.2022;Usuario 9;08.06.2022;15.06.2022;X;X;X;;;;;;100.000;100.000;;B;;documento 701;30;;;X;;prov 40;;;;grupo 41;57;F;;1;;;6;08.06.2022;101.009;KG;;;;;;;INR;966557.00;INR;;30;08.06.2022;Usuario 9;;;
Usuario 9;08.06.2022;Usuario 9;08.06.2022;15.06.2022;X;X;X;;;;;;100.000;100.000;;B;;documento 701;40;;;X;;prov 40;;;;grupo 42;57;F;;1;;;6;08.06.2022;81.003;KG;;;;;;;INR;1138623.00;INR;;40;08.06.2022;Usuario 9;;;
Usuario 9;08.06.2022;Usuario 9;24.06.2022;24.06.2022;X;X;X;;;;;;100.000;100.000;;B;;documento 702;10;;;X;;prov 4;;;;grupo 41;57;F;;1;;;6;08.06.2022;41.002;KG;;;;;;;INR;82513.00;INR;;10;08.06.2022;Usuario 9;;;
Usuario 9;08.06.2022;Usuario 9;24.06.2022;24.06.2022;X;X;X;;;;;;100.000;100.000;;B;;documento 702;20;;;X;;prov 4;;;;grupo 42;57;F;;1;;;6;08.06.2022;41.004;KG;;;;;;;INR;144234.00;INR;;20;08.06.2022;Usuario 9;;;
Usuario 9;08.06.2022;Usuario 9;01.07.2022;15.06.2022;X;X;X;;;;;;100.000;100.000;;B;;documento 703;10;;;X;;prov 39;;;;grupo 75;57;F;;1;;;6;08.06.2022;26.008;KG;;;;;;;INR;11877.00;INR;;10;08.06.2022;Usuario 9;;;
Usuario 9;08.06.2022;Usuario 9;01.07.2022;15.06.2022;X;X;X;;;;;;100.000;100.000;;B;;documento 703;20;;;X;;prov 39;;;;grupo 43;57;F;;1;;;6;08.06.2022;3.004;KG;;;;;;;INR;1583.00;INR;;20;08.06.2022;Usuario 9;;;
Usuario 9;08.06.2022;Usuario 9;01.07.2022;15.06.2022;X;X;X;;;;;;100.000;100.000;;B;;documento 703;30;;;X;;prov 39;;;;grupo 20;57;F;;1;;;6;08.06.2022;3.005;KG;;;;;;;INR;20992.00;INR;;30;08.06.2022;Usuario 9;;;
Usuario 9;08.06.2022;Usuario 9;01.07.2022;15.06.2022;X;X;X;;;;;;100.000;100.000;;B;;documento 703;40;;;X;;prov 39;;;;grupo 20;57;F;;1;;;6;08.06.2022;6.002;KG;;;;;;;INR;1365.00;INR;;40;08.06.2022;Usuario 9;;;
Usuario 9;08.06.2022;Usuario 9;01.07.2022;15.06.2022;X;X;X;;;;;;100.000;100.000;;B;;documento 703;50;;;X;;prov 39;;;;grupo 115;57;F;;1;;;6;08.06.2022;6.007;KG;;;;;;;INR;40847.00;INR;;50;08.06.2022;Usuario 9;;;
Usuario 9;08.06.2022;Usuario 9;08.06.2022;15.06.2022;X;X;X;;;;;;100.000;100.000;;B;;documento 704;10;;;X;;prov 3;;;;grupo 44;57;F;;1;;;6;08.06.2022;31.002;KG;;;;;;;INR;16641.00;INR;;10;08.06.2022;Usuario 9;;;
Usuario 9;08.06.2022;Usuario 9;08.06.2022;15.06.2022;X;X;X;;;;;;100.000;100.000;;B;;documento 704;20;;;X;;prov 3;;;;grupo 44;57;F;;1;;;6;08.06.2022;43.008;KG;;;;;;;INR;30699.00;INR;;20;08.06.2022;Usuario 9;;;
Usuario 9;08.06.2022;Usuario 9;08.06.2022;15.06.2022;X;X;X;;;;;;100.000;100.000;;B;;documento 704;30;;;X;;prov 3;;;;grupo 44;57;F;;1;;;6;08.06.2022;161.001;KG;;;;;;;INR;186309.00;INR;;30;08.06.2022;Usuario 9;;;
Usuario 9;08.06.2022;Usuario 9;08.06.2022;15.06.2022;X;X;X;;;;;;100.000;100.000;;B;;documento 704;40;;;X;;prov 3;;;;grupo 44;57;F;;1;;;6;08.06.2022;29.009;KG;;;;;;;INR;19439.00;INR;;40;08.06.2022;Usuario 9;;;
Usuario 9;08.06.2022;Usuario 9;08.06.2022;15.06.2022;X;X;X;;;;;;100.000;100.000;;B;;documento 704;50;;;X;;prov 3;;;;grupo 16;57;F;;1;;;6;08.06.2022;11.000;KG;;;;;;;INR;42381.00;INR;;50;08.06.2022;Usuario 9;;;
Usuario 9;08.06.2022;Usuario 9;08.06.2022;15.06.2022;X;X;X;;;;;;100.000;100.000;;B;;documento 704;60;;;X;;prov 3;;;;grupo 44;57;F;;1;;;6;08.06.2022;16.009;KG;;;;;;;INR;160.00;INR;;60;08.06.2022;Usuario 9;;;
Usuario 6;08.06.2022;Usuario 6;08.06.2022;07.06.2022;X;;;;;;;;100.000;100.000;;A;;documento 705;10;;;XX;;prov 229;;;K;grupo 9;6;F;;1;;;4;08.06.2022;2.001;UP;;;;;;;INR;809848.00;INR;;10;07.06.2022;Usuario 6;;;
Usuario 4;08.06.2022;Usuario 4;08.06.2022;24.06.2022;X;;X;;;;;;100.000;100.000;;B;;documento 706;10;;;X;;prov 21;;;;grupo 39;57;F;;1;;;4;08.06.2022;51.003;KG;;;;;;;INR;407627.00;INR;;10;08.06.2022;Usuario 4;;;
Usuario 4;08.06.2022;Usuario 4;08.06.2022;24.06.2022;X;;X;;;;;;100.000;100.000;;B;;documento 706;20;;;X;;prov 21;;;;grupo 72;57;F;;1;;;4;08.06.2022;61.009;UN;;;;;;;INR;197184.00;INR;;20;08.06.2022;Usuario 4;;;
Usuario 4;08.06.2022;Usuario 4;08.06.2022;24.06.2022;X;;X;;;;;;100.000;100.000;;B;;documento 706;30;;;X;;prov 21;;;;grupo 87;57;F;;1;;;4;08.06.2022;13.009;UN;;;;;;;INR;115859.00;INR;;30;08.06.2022;Usuario 4;;;
Usuario 4;08.06.2022;Usuario 4;08.06.2022;17.06.2022;X;;X;;;;;;100.000;100.000;;B;;documento 707;10;;;X;;prov 21;;;;grupo 15;15;F;;1;;;4;08.06.2022;11.005;M3;;;;;;;INR;6087.00;INR;;10;08.06.2022;Usuario 4;;;
Usuario 6;08.06.2022;Usuario 6;08.06.2022;08.06.2022;X;;;;;;;;100.000;100.000;;B;;documento 708;10;;;XX;;prov 21;;;K;grupo 111;15;F;;1;;;4;08.06.2022;2.005;UP;;;;;;;INR;395556.00;INR;;10;08.06.2022;Usuario 6;;;
